Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
12581,5,8,434.7,0,Potential Loyalists
12582,2,3,114.05,3,New / Low-Engagement Customers
12583,21,8,167.01,0,Potential Loyalists
12584,7,3,162.72,3,New / Low-Engagement Customers
12585,364,1,26.48,1,Lapsed / Dormant
12586,1,8,134.04,0,Potential Loyalists
12587,222,1,9.67,1,Lapsed / Dormant
12588,19,1,56.5,3,New / Low-Engagement Customers
12589,324,1,21.6,1,Lapsed / Dormant
12590,345,1,19.619999999999997,1,Lapsed / Dormant
12591,2,6,252.36,0,Potential Loyalists
12592,16,5,97.3,3,New / Low-Engagement Customers
12593,207,1,25.76,1,Lapsed / Dormant
12594,15,11,617.29,0,Potential Loyalists
12595,2,22,2836.32,2,High-Value Loyalists
12596,35,7,138.57,4,At-Risk / Churning
12597,123,5,210.41000000000003,4,At-Risk / Churning
12598,176,7,314.81,4,At-Risk / Churning
12599,10,5,80.03999999999999,3,New / Low-Engagement Customers
12600,1,12,748.79,0,Potential Loyalists
12601,175,5,245.72,4,At-Risk / Churning
12602,3,7,419.46000000000004,0,Potential Loyalists
12603,1,9,462.41,0,Potential Loyalists
12604,2,5,75.71000000000001,3,New / Low-Engagement Customers
12605,2,2,45.3,3,New / Low-Engagement Customers
12606,5,8,124.14,0,Potential Loyalists
12607,4,5,91.91,3,New / Low-Engagement Customers
12608,265,1,59.18,1,Lapsed / Dormant
12609,18,4,68.7,3,New / Low-Engagement Customers
12610,1,16,2338.74,2,High-Value Loyalists
12611,8,10,172.15,0,Potential Loyalists
12612,198,1,50.400000000000006,1,Lapsed / Dormant
12613,129,12,524.83,4,At-Risk / Churning
12614,60,5,95.04,3,New / Low-Engagement Customers
12615,6,8,380.33,0,Potential Loyalists
12616,356,1,41.03,1,Lapsed / Dormant
12617,221,1,26.82,1,Lapsed / Dormant
12618,1,4,81.08,3,New / Low-Engagement Customers
12619,1,15,2305.77,2,High-Value Loyalists
12620,2,17,2537.44,2,High-Value Loyalists
12621,29,1,47.46,3,New / Low-Engagement Customers
12622,2,22,3261.85,2,High-Value Loyalists
12623,9,7,111.31,0,Potential Loyalists
12624,191,8,376.29,4,At-Risk / Churning
12625,1,23,3296.15,2,High-Value Loyalists
12626,15,5,87.99000000000001,3,New / Low-Engagement Customers
12627,134,12,530.61,4,At-Risk / Churning
12628,21,9,606.01,0,Potential Loyalists
12629,214,8,399.34,4,At-Risk / Churning
12630,190,8,296.95,4,At-Risk / Churning
12631,262,1,34.209999999999994,1,Lapsed / Dormant
12632,1,14,719.03,0,Potential Loyalists
12633,2,13,742.36,0,Potential Loyalists
12634,4,4,79.77,3,New / Low-Engagement Customers
12635,3,19,2505.7,2,High-Value Loyalists
12636,162,8,296.84,4,At-Risk / Churning
12637,14,6,94.37,3,New / Low-Engagement Customers
12638,2,28,4062.7,2,High-Value Loyalists
12639,1,7,401.36,0,Potential Loyalists
12640,18,3,112.05,3,New / Low-Engagement Customers
12641,3,2,98.78,3,New / Low-Engagement Customers
12642,32,7,463.46,4,At-Risk / Churning
12643,8,9,483.24,0,Potential Loyalists
12644,5,1,36.980000000000004,3,New / Low-Engagement Customers
12645,300,1,40.53,1,Lapsed / Dormant
12646,248,1,21.650000000000002,1,Lapsed / Dormant
12647,8,9,595.72,0,Potential Loyalists
12648,325,1,11.879999999999999,1,Lapsed / Dormant
12649,8,3,148.73000000000002,3,New / Low-Engagement Customers
12650,7,12,761.63,0,Potential Loyalists
12651,223,5,268.19,4,At-Risk / Churning
12652,274,1,20.59,1,Lapsed / Dormant
12653,2,20,2631.32,2,High-Value Loyalists
12654,11,3,133.12,3,New / Low-Engagement Customers
12655,2,18,2390.92,2,High-Value Loyalists
12656,2,30,4195.900000000001,2,High-Value Loyalists
12657,130,15,629.02,4,At-Risk / Churning
12658,28,9,155.42000000000002,0,Potential Loyalists
12659,13,3,69.64,3,New / Low-Engagement Customers
12660,294,1,22.98,1,Lapsed / Dormant
12661,184,14,774.08,4,At-Risk / Churning
12662,345,1,10.84,1,Lapsed / Dormant
12663,9,14,703.98,0,Potential Loyalists
12664,1,30,3843.42,2,High-Value Loyalists
12665,287,1,58.870000000000005,1,Lapsed / Dormant
12666,150,11,575.77,4,At-Risk / Churning
12667,6,2,76.27,3,New / Low-Engagement Customers
12668,187,6,239.01999999999998,4,At-Risk / Churning
12669,1,25,3333.35,2,High-Value Loyalists
12670,29,1,21.71,3,New / Low-Engagement Customers
12671,11,3,100.24000000000001,3,New / Low-Engagement Customers
12672,19,8,151.45,0,Potential Loyalists
12673,26,5,86.67,3,New / Low-Engagement Customers
12674,12,11,666.28,0,Potential Loyalists
12675,149,8,389.88,4,At-Risk / Churning
12676,1,11,620.45,0,Potential Loyalists
12677,363,1,21.119999999999997,1,Lapsed / Dormant
12678,212,1,34.27,1,Lapsed / Dormant
12679,177,13,615.29,4,At-Risk / Churning
12680,1,28,3808.35,2,High-Value Loyalists
12681,11,9,150.62,0,Potential Loyalists
12682,16,3,130.29,3,New / Low-Engagement Customers
12683,6,9,527.49,0,Potential Loyalists
12684,131,11,447.63,4,At-Risk / Churning
12685,3,2,95.0,3,New / Low-Engagement Customers
12686,8,4,70.62,3,New / Low-Engagement Customers
12687,4,3,119.09,3,New / Low-Engagement Customers
12688,4,11,629.91,0,Potential Loyalists
12689,122,15,780.02,4,At-Risk / Churning
12690,1,6,118.83,0,Potential Loyalists
12691,1,18,2865.5299999999997,2,High-Value Loyalists
12692,124,5,175.86,4,At-Risk / Churning
12693,259,1,59.26,1,Lapsed / Dormant
12694,2,13,743.03,0,Potential Loyalists
12695,40,5,74.42999999999999,3,New / Low-Engagement Customers
12696,1,17,2361.13,2,High-Value Loyalists
12697,3,5,78.12,3,New / Low-Engagement Customers
12698,1,16,1773.69,2,High-Value Loyalists
12699,128,15,718.29,4,At-Risk / Churning
12700,3,1,46.9,3,New / Low-Engagement Customers
12701,2,9,525.33,0,Potential Loyalists
12702,17,2,92.98,3,New / Low-Engagement Customers
12703,127,11,482.06,4,At-Risk / Churning
12704,9,6,114.72999999999999,3,New / Low-Engagement Customers
12705,4,2,107.92999999999999,3,New / Low-Engagement Customers
12706,5,11,590.62,0,Potential Loyalists
12707,133,6,283.43,4,At-Risk / Churning
12708,17,2,85.01,3,New / Low-Engagement Customers
12709,160,13,512.2,4,At-Risk / Churning
12711,14,10,148.03,0,Potential Loyalists
12712,2,16,2415.31,2,High-Value Loyalists
12713,15,1,45.989999999999995,3,New / Low-Engagement Customers
12714,2,13,697.97,0,Potential Loyalists
12715,25,4,58.81999999999999,3,New / Low-Engagement Customers
12716,150,14,702.3,4,At-Risk / Churning
12717,124,14,668.24,4,At-Risk / Churning
12718,19,13,671.69,0,Potential Loyalists
12719,3,16,2185.86,2,High-Value Loyalists
12720,129,14,572.29,4,At-Risk / Churning
12721,308,1,33.55,1,Lapsed / Dormant
12722,5,3,126.32,3,New / Low-Engagement Customers
12723,3,29,4000.24,2,High-Value Loyalists
12724,201,5,219.99,4,At-Risk / Churning
12725,9,3,85.19,3,New / Low-Engagement Customers
12726,3,1,53.79,3,New / Low-Engagement Customers
12727,278,1,46.269999999999996,1,Lapsed / Dormant
12728,1,20,2516.5,2,High-Value Loyalists
12729,5,7,113.83,0,Potential Loyalists
12730,9,2,60.5,3,New / Low-Engagement Customers
12731,1,9,131.63,0,Potential Loyalists
12732,5,9,163.89,0,Potential Loyalists
12733,2,12,675.76,0,Potential Loyalists
12734,4,9,165.93,0,Potential Loyalists
12735,132,6,317.44,4,At-Risk / Churning
12736,24,1,33.480000000000004,3,New / Low-Engagement Customers
12737,173,14,753.65,4,At-Risk / Churning
12738,7,2,109.94,3,New / Low-Engagement Customers
12739,325,1,39.45,1,Lapsed / Dormant
12740,21,3,94.39999999999999,3,New / Low-Engagement Customers
12741,11,9,153.37,0,Potential Loyalists
12742,1,30,4304.24,2,High-Value Loyalists
12743,3,1,41.61,3,New / Low-Engagement Customers
12744,129,8,264.99,4,At-Risk / Churning
12745,1,8,145.28,0,Potential Loyalists
12746,21,9,138.61,0,Potential Loyalists
12747,139,11,555.15,4,At-Risk / Churning
12748,6,9,119.02,0,Potential Loyalists
12749,1,24,3274.4,2,High-Value Loyalists
12750,267,1,30.62,1,Lapsed / Dormant
12751,165,6,326.18,4,At-Risk / Churning
12752,8,13,791.98,0,Potential Loyalists
12753,8,1,63.44,3,New / Low-Engagement Customers
12754,1,1,36.34,3,New / Low-Engagement Customers
12755,9,8,157.84,0,Potential Loyalists
12756,1,15,2190.82,2,High-Value Loyalists
12757,1,21,3173.94,2,High-Value Loyalists
12758,2,14,852.33,0,Potential Loyalists
12759,14,10,195.62,0,Potential Loyalists
12760,3,1,64.8,3,New / Low-Engagement Customers
12761,151,7,316.21,4,At-Risk / Churning
12762,24,2,101.21000000000001,3,New / Low-Engagement Customers
12763,19,3,155.04,3,New / Low-Engagement Customers
12764,8,1,20.52,3,New / Low-Engagement Customers
12765,143,9,403.1,4,At-Risk / Churning
12766,211,5,222.9,4,At-Risk / Churning
12767,277,1,38.09,1,Lapsed / Dormant
12768,161,5,247.25,4,At-Risk / Churning
12769,140,15,629.7,4,At-Risk / Churning
12770,159,7,316.9,4,At-Risk / Churning
12771,124,13,688.9399999999999,4,At-Risk / Churning
12772,163,8,516.08,4,At-Risk / Churning
12773,6,8,155.6,0,Potential Loyalists
12774,124,9,483.14,4,At-Risk / Churning
12775,135,7,399.07,4,At-Risk / Churning
12776,5,5,99.8,3,New / Low-Engagement Customers
12777,5,13,706.34,0,Potential Loyalists
12778,13,14,791.34,0,Potential Loyalists
12779,1,18,2319.0,2,High-Value Loyalists
12780,218,1,38.78,1,Lapsed / Dormant
12781,6,13,740.51,0,Potential Loyalists
12782,18,1,54.339999999999996,3,New / Low-Engagement Customers
12783,22,1,62.16,3,New / Low-Engagement Customers
12784,5,11,560.5600000000001,0,Potential Loyalists
12785,259,1,40.050000000000004,1,Lapsed / Dormant
12786,22,3,119.98,3,New / Low-Engagement Customers
12787,189,7,386.09,4,At-Risk / Churning
12788,122,14,704.5,4,At-Risk / Churning
12789,8,2,115.87,3,New / Low-Engagement Customers
12790,1,28,3766.08,2,High-Value Loyalists
12791,9,2,69.28999999999999,3,New / Low-Engagement Customers
12792,213,1,31.029999999999998,1,Lapsed / Dormant
12793,12,6,313.48,0,Potential Loyalists
12794,362,1,34.169999999999995,1,Lapsed / Dormant
12795,4,20,2566.16,2,High-Value Loyalists
12796,22,1,47.65,3,New / Low-Engagement Customers
12797,2,23,3300.12,2,High-Value Loyalists
12798,161,8,355.43,4,At-Risk / Churning
12799,13,2,96.98,3,New / Low-Engagement Customers
12800,3,2,94.5,3,New / Low-Engagement Customers
12801,1,17,2461.7200000000003,2,High-Value Loyalists
12802,1,9,462.37,0,Potential Loyalists
12803,11,9,477.57,0,Potential Loyalists
12804,208,1,34.97,1,Lapsed / Dormant
12805,1,3,145.73,3,New / Low-Engagement Customers
12806,7,3,95.22,3,New / Low-Engagement Customers
12807,6,10,558.03,0,Potential Loyalists
12808,1,12,685.36,0,Potential Loyalists
12809,2,3,102.32,3,New / Low-Engagement Customers
12810,11,1,51.36,3,New / Low-Engagement Customers
12811,268,1,27.38,1,Lapsed / Dormant
12812,253,1,55.64,1,Lapsed / Dormant
12813,6,6,413.37,0,Potential Loyalists
12814,1,16,1973.2,2,High-Value Loyalists
12815,20,2,110.33,3,New / Low-Engagement Customers
12816,6,3,117.5,3,New / Low-Engagement Customers
12817,4,13,699.48,0,Potential Loyalists
12818,341,1,28.48,1,Lapsed / Dormant
12819,2,8,421.88,0,Potential Loyalists
12820,11,2,95.16,3,New / Low-Engagement Customers
12821,134,14,680.51,4,At-Risk / Churning
12822,130,15,656.87,4,At-Risk / Churning
12823,1,16,2159.87,2,High-Value Loyalists
12824,194,1,7.79,1,Lapsed / Dormant
12825,1,24,3403.81,2,High-Value Loyalists
12826,26,1,48.03,3,New / Low-Engagement Customers
12827,1,22,2938.81,2,High-Value Loyalists
12828,137,9,455.37,4,At-Risk / Churning
12829,1,14,807.53,0,Potential Loyalists
12830,8,6,301.37,0,Potential Loyalists
12831,10,11,649.96,0,Potential Loyalists
12832,132,11,438.90999999999997,4,At-Risk / Churning
12833,13,2,84.83,3,New / Low-Engagement Customers
12834,1,23,3298.27,2,High-Value Loyalists
12835,143,6,274.59000000000003,4,At-Risk / Churning
12836,9,8,161.07,0,Potential Loyalists
12837,19,1,39.28,3,New / Low-Engagement Customers
12838,3,9,139.34,0,Potential Loyalists
12839,2,3,146.69,3,New / Low-Engagement Customers
12840,229,1,20.340000000000003,1,Lapsed / Dormant
12841,5,13,718.97,0,Potential Loyalists
12842,2,5,79.28999999999999,3,New / Low-Engagement Customers
12843,2,15,2160.97,2,High-Value Loyalists
12844,203,1,30.21,1,Lapsed / Dormant
12845,1,2,89.66,3,New / Low-Engagement Customers
12846,3,8,138.49,0,Potential Loyalists
12847,8,1,61.14,3,New / Low-Engagement Customers
12848,134,13,654.2,4,At-Risk / Churning
12849,6,12,630.8,0,Potential Loyalists
12850,12,8,481.71,0,Potential Loyalists
12851,2,3,151.34,3,New / Low-Engagement Customers
12852,206,1,19.2,1,Lapsed / Dormant
12853,1,3,148.23000000000002,3,New / Low-Engagement Customers
12854,15,8,419.61,0,Potential Loyalists
12855,1,13,724.81,0,Potential Loyalists
12856,4,14,790.5600000000001,0,Potential Loyalists
12857,2,6,312.09000000000003,0,Potential Loyalists
12858,12,3,136.91,3,New / Low-Engagement Customers
12859,4,12,535.42,0,Potential Loyalists
12860,2,10,495.38,0,Potential Loyalists
12861,17,2,80.85,3,New / Low-Engagement Customers
12862,6,3,124.66,3,New / Low-Engagement Customers
12863,7,8,460.54,0,Potential Loyalists
12864,199,1,35.51,1,Lapsed / Dormant
12865,207,1,20.41,1,Lapsed / Dormant
12866,3,8,436.41,0,Potential Loyalists
12867,352,1,24.73,1,Lapsed / Dormant
12868,2,3,86.87,3,New / Low-Engagement Customers
12869,14,2,69.98,3,New / Low-Engagement Customers
12870,26,4,78.49,3,New / Low-Engagement Customers
12871,13,10,182.43,0,Potential Loyalists
12872,3,14,881.78,0,Potential Loyalists
12873,270,1,34.82000000000001,1,Lapsed / Dormant
12874,3,12,642.66,0,Potential Loyalists
12875,134,11,419.28999999999996,4,At-Risk / Churning
12876,9,3,129.17,3,New / Low-Engagement Customers
12877,17,3,135.0,3,New / Low-Engagement Customers
12878,27,1,61.1,3,New / Low-Engagement Customers
12879,4,2,99.43,3,New / Low-Engagement Customers
12880,292,1,59.489999999999995,1,Lapsed / Dormant
12881,235,1,30.36,1,Lapsed / Dormant
12882,16,3,136.22,3,New / Low-Engagement Customers
12883,210,1,54.19,1,Lapsed / Dormant
12884,3,14,878.14,0,Potential Loyalists
12885,138,11,530.31,4,At-Risk / Churning
12886,11,9,550.43,0,Potential Loyalists
12887,47,4,55.37,3,New / Low-Engagement Customers
12888,20,4,65.3,3,New / Low-Engagement Customers
12889,231,1,57.6,1,Lapsed / Dormant
12890,56,4,67.87,3,New / Low-Engagement Customers
12891,351,1,17.31,1,Lapsed / Dormant
12892,28,6,285.34,0,Potential Loyalists
12893,10,3,112.78,3,New / Low-Engagement Customers
12894,6,9,537.73,0,Potential Loyalists
12895,2,17,2401.83,2,High-Value Loyalists
12896,1,20,2866.91,2,High-Value Loyalists
12897,1,26,3440.07,2,High-Value Loyalists
12898,6,11,483.07,0,Potential Loyalists
12899,130,7,416.5,4,At-Risk / Churning
12900,18,4,61.129999999999995,3,New / Low-Engagement Customers
12901,6,8,130.23,0,Potential Loyalists
12902,1,16,1969.45,2,High-Value Loyalists
12903,2,10,431.02,0,Potential Loyalists
12904,129,6,326.8,4,At-Risk / Churning
12905,11,2,57.7,3,New / Low-Engagement Customers
12906,3,8,127.74,0,Potential Loyalists
12907,29,1,27.45,3,New / Low-Engagement Customers
12908,257,1,38.25,1,Lapsed / Dormant
12909,15,2,74.38,3,New / Low-Engagement Customers
12910,331,1,24.36,1,Lapsed / Dormant
12911,7,12,673.26,0,Potential Loyalists
12912,2,10,575.58,0,Potential Loyalists
12913,7,3,96.76,3,New / Low-Engagement Customers
12914,1,11,598.61,0,Potential Loyalists
12915,3,7,410.01,0,Potential Loyalists
12916,28,7,434.57,0,Potential Loyalists
12917,9,3,130.16,3,New / Low-Engagement Customers
12918,8,11,638.06,0,Potential Loyalists
12919,1,25,3072.9,2,High-Value Loyalists
12920,152,13,586.8,4,At-Risk / Churning
12921,15,8,403.07,0,Potential Loyalists
12922,17,2,50.93,3,New / Low-Engagement Customers
12923,7,12,832.18,0,Potential Loyalists
12924,354,1,41.4,1,Lapsed / Dormant
12925,3,2,75.06,3,New / Low-Engagement Customers
12926,318,1,56.42,1,Lapsed / Dormant
12927,217,1,64.77,1,Lapsed / Dormant
12928,320,1,13.56,1,Lapsed / Dormant
12929,122,15,657.99,4,At-Risk / Churning
12930,340,1,42.82,1,Lapsed / Dormant
12931,137,14,682.73,4,At-Risk / Churning
12932,125,10,415.53999999999996,4,At-Risk / Churning
12933,9,11,615.43,0,Potential Loyalists
12934,10,9,571.27,0,Potential Loyalists
12935,3,21,3021.67,2,High-Value Loyalists
12936,10,1,41.44,3,New / Low-Engagement Customers
12937,3,14,915.08,0,Potential Loyalists
12938,178,8,267.37,4,At-Risk / Churning
12939,1,3,170.44,3,New / Low-Engagement Customers
12940,153,14,692.83,4,At-Risk / Churning
12941,1,26,3571.15,2,High-Value Loyalists
12942,1,10,609.45,0,Potential Loyalists
12943,124,14,656.55,4,At-Risk / Churning
12944,155,6,277.35,4,At-Risk / Churning
12945,136,15,604.56,4,At-Risk / Churning
12946,3,16,2122.69,2,High-Value Loyalists
12947,154,6,230.54,4,At-Risk / Churning
12948,11,5,70.34,3,New / Low-Engagement Customers
12949,5,12,600.65,0,Potential Loyalists
12950,1,27,3670.28,2,High-Value Loyalists
12951,6,9,503.33,0,Potential Loyalists
12952,9,2,52.51,3,New / Low-Engagement Customers
12954,1,9,469.46,0,Potential Loyalists
12955,24,1,44.39,3,New / Low-Engagement Customers
12956,26,1,16.86,3,New / Low-Engagement Customers
12957,340,1,38.81,1,Lapsed / Dormant
12958,18,2,88.69,3,New / Low-Engagement Customers
12959,1,13,767.87,0,Potential Loyalists
12960,6,11,560.4200000000001,0,Potential Loyalists
12961,15,6,306.3,0,Potential Loyalists
12962,319,1,29.98,1,Lapsed / Dormant
12963,1,12,703.41,0,Potential Loyalists
12964,9,7,438.19,0,Potential Loyalists
12965,12,5,76.97,3,New / Low-Engagement Customers
12966,199,1,15.6,1,Lapsed / Dormant
12967,1,17,2271.58,2,High-Value Loyalists
12968,3,27,3661.42,2,High-Value Loyalists
12969,186,1,22.73,1,Lapsed / Dormant
12970,342,1,24.900000000000002,1,Lapsed / Dormant
12971,7,7,395.21999999999997,0,Potential Loyalists
12972,134,7,354.97,4,At-Risk / Churning
12973,306,1,32.17,1,Lapsed / Dormant
12974,1,9,507.25,0,Potential Loyalists
12975,31,8,125.51,0,Potential Loyalists
12976,292,1,35.730000000000004,1,Lapsed / Dormant
12977,2,10,670.99,0,Potential Loyalists
12978,122,11,568.31,4,At-Risk / Churning
12979,1,3,117.98,3,New / Low-Engagement Customers
12980,2,1,40.09,3,New / Low-Engagement Customers
12981,128,9,490.02,4,At-Risk / Churning
12982,128,9,452.67,4,At-Risk / Churning
12983,1,29,3720.65,2,High-Value Loyalists
12984,258,1,46.730000000000004,1,Lapsed / Dormant
12985,7,3,117.83,3,New / Low-Engagement Customers
12986,132,8,336.96999999999997,4,At-Risk / Churning
12987,13,3,158.88,3,New / Low-Engagement Customers
12988,2,26,3130.0499999999997,2,High-Value Loyalists
12989,197,6,335.24,4,At-Risk / Churning
12990,8,7,447.07,0,Potential Loyalists
12991,1,19,2697.33,2,High-Value Loyalists
12992,1,23,3134.2,2,High-Value Loyalists
12993,6,14,759.31,0,Potential Loyalists
12994,315,1,31.08,1,Lapsed / Dormant
12995,2,16,2113.04,2,High-Value Loyalists
12996,18,5,82.97,3,New / Low-Engagement Customers
12997,3,11,675.88,0,Potential Loyalists
12998,55,5,110.16,3,New / Low-Engagement Customers
12999,1,19,2520.93,2,High-Value Loyalists
13000,1,10,607.76,0,Potential Loyalists
13001,5,3,166.7,3,New / Low-Engagement Customers
13002,192,1,31.64,1,Lapsed / Dormant
13003,4,8,107.98,0,Potential Loyalists
13004,8,1,30.26,3,New / Low-Engagement Customers
13005,2,3,82.73,3,New / Low-Engagement Customers
13006,15,2,98.25,3,New / Low-Engagement Customers
13007,19,2,74.11,3,New / Low-Engagement Customers
13008,198,7,326.93,4,At-Risk / Churning
13009,4,8,398.42,0,Potential Loyalists
13010,47,4,60.44,3,New / Low-Engagement Customers
13011,150,15,785.01,4,At-Risk / Churning
13012,5,7,446.2,0,Potential Loyalists
13013,203,1,11.64,1,Lapsed / Dormant
13014,175,8,418.51,4,At-Risk / Churning
13015,153,6,269.12,4,At-Risk / Churning
13016,272,1,56.42,1,Lapsed / Dormant
13017,2,6,96.73,0,Potential Loyalists
13018,1,25,3300.57,2,High-Value Loyalists
13019,139,11,462.64,4,At-Risk / Churning
13020,1,10,676.56,0,Potential Loyalists
13021,213,1,35.4,1,Lapsed / Dormant
13022,41,10,157.65,4,At-Risk / Churning
13023,1,21,3141.07,2,High-Value Loyalists
13024,1,7,412.14,0,Potential Loyalists
13025,2,14,843.29,0,Potential Loyalists
13026,223,4,169.70000000000002,4,At-Risk / Churning
13027,3,6,369.42,0,Potential Loyalists
13028,21,3,110.61,3,New / Low-Engagement Customers
13029,128,12,561.2,4,At-Risk / Churning
13030,10,13,615.23,0,Potential Loyalists
13031,5,3,73.8,3,New / Low-Engagement Customers
13032,28,4,41.24,3,New / Low-Engagement Customers
13033,149,14,545.38,4,At-Risk / Churning
13034,281,1,17.6,1,Lapsed / Dormant
13035,213,6,304.09,4,At-Risk / Churning
13036,35,9,155.16,4,At-Risk / Churning
13037,11,5,86.51,3,New / Low-Engagement Customers
13038,17,3,135.16,3,New / Low-Engagement Customers
13039,14,3,113.2,3,New / Low-Engagement Customers
13040,11,4,61.8,3,New / Low-Engagement Customers
13041,3,16,1946.9,2,High-Value Loyalists
13042,11,3,176.1,3,New / Low-Engagement Customers
13043,29,4,58.01,3,New / Low-Engagement Customers
13044,132,14,741.87,4,At-Risk / Churning
13045,1,7,419.92,0,Potential Loyalists
13046,123,14,670.46,4,At-Risk / Churning
13047,207,1,19.43,1,Lapsed / Dormant
13048,149,8,297.57,4,At-Risk / Churning
13049,1,22,2830.21,2,High-Value Loyalists
13050,2,11,678.3,0,Potential Loyalists
13051,20,1,40.410000000000004,3,New / Low-Engagement Customers
13052,10,3,106.09,3,New / Low-Engagement Customers
13053,2,2,46.75,3,New / Low-Engagement Customers
13054,3,6,90.82,3,New / Low-Engagement Customers
13055,125,12,585.89,4,At-Risk / Churning
13056,1,13,746.95,0,Potential Loyalists
13057,306,1,37.78,1,Lapsed / Dormant
13058,352,1,22.919999999999998,1,Lapsed / Dormant
13059,143,12,566.13,4,At-Risk / Churning
13060,131,14,775.55,4,At-Risk / Churning
13061,25,1,61.75,3,New / Low-Engagement Customers
13062,8,9,128.05,0,Potential Loyalists
13063,295,1,32.05,1,Lapsed / Dormant
13064,138,6,329.81,4,At-Risk / Churning
13065,6,2,87.11,3,New / Low-Engagement Customers
13066,20,1,24.330000000000002,3,New / Low-Engagement Customers
13067,192,5,227.14000000000001,4,At-Risk / Churning
13068,124,12,517.7,4,At-Risk / Churning
13069,123,8,411.92,4,At-Risk / Churning
13070,1,2,109.73,3,New / Low-Engagement Customers
13071,122,12,469.42,4,At-Risk / Churning
13072,3,30,3623.91,2,High-Value Loyalists
13073,3,1,32.28,3,New / Low-Engagement Customers
13074,322,1,65.72,1,Lapsed / Dormant
13075,1,23,3020.2599999999998,2,High-Value Loyalists
13076,7,10,531.0,0,Potential Loyalists
13077,2,6,103.2,0,Potential Loyalists
13078,141,15,774.61,4,At-Risk / Churning
13079,11,6,311.29,0,Potential Loyalists
13080,285,1,46.36,1,Lapsed / Dormant
13081,131,13,572.1,4,At-Risk / Churning
13082,28,4,75.29,3,New / Low-Engagement Customers
13083,15,3,97.57000000000001,3,New / Low-Engagement Customers
13084,3,3,185.67,3,New / Low-Engagement Customers
13085,9,9,153.05,0,Potential Loyalists
13086,140,9,418.79,4,At-Risk / Churning
13087,1,14,1958.68,2,High-Value Loyalists
13088,2,5,99.7,3,New / Low-Engagement Customers
13089,123,13,606.96,4,At-Risk / Churning
13090,7,9,166.3,0,Potential Loyalists
13091,9,8,440.04999999999995,0,Potential Loyalists
13092,188,10,472.26,4,At-Risk / Churning
13093,18,3,165.2,3,New / Low-Engagement Customers
13094,247,5,284.86,4,At-Risk / Churning
13095,3,14,795.2,0,Potential Loyalists
13096,133,11,435.71,4,At-Risk / Churning
13097,17,2,107.50999999999999,3,New / Low-Engagement Customers
13098,12,4,43.3,3,New / Low-Engagement Customers
13099,124,11,616.67,4,At-Risk / Churning
13100,145,10,397.68,4,At-Risk / Churning
13101,15,1,11.53,3,New / Low-Engagement Customers
13102,2,17,2208.56,2,High-Value Loyalists
13103,6,8,442.25,0,Potential Loyalists
13104,146,5,282.0,4,At-Risk / Churning
13105,9,6,79.44,3,New / Low-Engagement Customers
13106,274,1,17.259999999999998,1,Lapsed / Dormant
13107,3,8,518.21,0,Potential Loyalists
13108,210,1,54.510000000000005,1,Lapsed / Dormant
13109,6,11,530.54,0,Potential Loyalists
13110,152,9,450.67,4,At-Risk / Churning
13111,5,7,101.13,0,Potential Loyalists
13112,6,9,167.1,0,Potential Loyalists
13113,215,1,57.92,1,Lapsed / Dormant
13114,8,14,706.15,0,Potential Loyalists
13115,330,1,56.14,1,Lapsed / Dormant
13116,1,14,1961.89,2,High-Value Loyalists
13117,127,12,651.86,4,At-Risk / Churning
13118,189,5,261.66,4,At-Risk / Churning
13119,1,13,818.46,0,Potential Loyalists
13120,7,2,57.949999999999996,3,New / Low-Engagement Customers
13121,3,6,356.33,0,Potential Loyalists
13122,1,30,4382.33,2,High-Value Loyalists
13123,121,10,533.98,4,At-Risk / Churning
13124,9,9,161.26,0,Potential Loyalists
13125,11,3,119.61,3,New / Low-Engagement Customers
13126,20,1,54.94,3,New / Low-Engagement Customers
13127,157,12,707.93,4,At-Risk / Churning
13128,146,14,733.52,4,At-Risk / Churning
13129,4,9,480.6,0,Potential Loyalists
13130,3,10,159.05,0,Potential Loyalists
13131,1,23,3067.64,2,High-Value Loyalists
13132,3,6,93.64,0,Potential Loyalists
13133,228,1,16.58,1,Lapsed / Dormant
13134,2,28,3831.7400000000002,2,High-Value Loyalists
13135,2,6,113.15,0,Potential Loyalists
13136,357,1,25.87,1,Lapsed / Dormant
13137,12,3,151.13,3,New / Low-Engagement Customers
13138,31,1,19.97,1,Lapsed / Dormant
13139,12,10,210.59,0,Potential Loyalists
13140,196,12,561.85,4,At-Risk / Churning
13141,4,21,2762.1,2,High-Value Loyalists
13142,2,30,4688.0,2,High-Value Loyalists
13143,6,1,35.64,3,New / Low-Engagement Customers
13144,2,28,3670.7799999999997,2,High-Value Loyalists
13145,121,9,397.22,4,At-Risk / Churning
13146,1,4,58.98,3,New / Low-Engagement Customers
13147,341,1,48.44,1,Lapsed / Dormant
13148,1,25,3358.32,2,High-Value Loyalists
13149,1,25,3203.53,2,High-Value Loyalists
13150,245,1,29.84,1,Lapsed / Dormant
13151,12,9,530.93,0,Potential Loyalists
13152,17,10,159.64000000000001,0,Potential Loyalists
13153,18,2,54.739999999999995,3,New / Low-Engagement Customers
13154,19,12,600.3199999999999,0,Potential Loyalists
13155,359,1,41.68,1,Lapsed / Dormant
13156,131,13,752.76,4,At-Risk / Churning
